title,gener,year,rating,duration,directors,writers,lead_actors,release_date,locations,user_reviews,critic_reviews,meta_score,url
Domino,"Action,Crime,Thriller",2019,R,1h 29m,Brian De Palma,Søren Malling,"Nikolaj Coster-Waldau,Søren Malling,Sus Wilkins","May 31, 2019 (United States)",Schønne Film,159,,,https://www.imdb.com/title/tt3282076/?ref_=adv_li_tt
The Painted Bird,"Drama,Horror,War",2019,Unrated,2h 49m,Václav Marhoul,"Václav Marhoul,Nina Sunevic","Petr Kotlár,Nina Sunevic,Alla Sokolova","July 17, 2020 (United States)",PubRes,70,,,https://www.imdb.com/title/tt1667354/?ref_=adv_li_tt
The Devil to Pay,Thriller,2019,,,Lane Skye,"Ruckus Skye,Ruckus Skye,Catherine Dyer","Danielle Deadwyler,Catherine Dyer,Jayson Warner Smith","April 7, 2019 (United States)",,25,,,https://www.imdb.com/title/tt7631568/?ref_=adv_li_tt
Grand Isle,Thriller,2019,,,Stephen S. Campanelli,"Rich Ronat,KaDee Strickland","Nicolas Cage,KaDee Strickland,Luke Benward","June 1, 2020 (United States)",Creation Film and Television,92,,,https://www.imdb.com/title/tt8380776/?ref_=adv_li_tt
Lying and Stealing,"Crime,Drama",2019,R,1h 40m,Matt Aselton,"Adam Nagata,Emily Ratajkowski","Theo James,Emily Ratajkowski,Fred Melamed","July 12, 2019 (United States)",,47,,,https://www.imdb.com/title/tt7558302/?ref_=adv_li_tt
I Spit on Your Grave: Deja Vu,"Horror,Thriller",2019,Not Rated,2h 28m,Meir Zarchi,Jamie Bernadette,"Camille Keaton,Jamie Bernadette,Maria Olsen","April 23, 2019 (United States)",,156,,,https://www.imdb.com/title/tt4058836/?ref_=adv_li_tt
The Kitchen,"Action,Crime,Drama",2019,R,1h 42m,Andrea Berloff,"Ollie Masters,Tiffany Haddish","Melissa McCarthy,Tiffany Haddish,Elisabeth Moss","August 9, 2019 (United States)",DC Vertigo,279,,,https://www.imdb.com/title/tt5822564/?ref_=adv_li_tt
"Faith, Hope & Love","Comedy,Romance",2019,PG,1h 46m,J.J. Englert,"Robert Krantz,Robert Krantz","Peta Murgatroyd,Robert Krantz,Michael Richards","February 4, 2020 (Australia)",,43,,,https://www.imdb.com/title/tt8310924/?ref_=adv_li_tt
Secret Obsession,Thriller,2019,TV-14,1h 37m,Peter Sullivan,"Peter Sullivan,Mike Vogel","Brenda Song,Mike Vogel,Dennis Haysbert","July 18, 2019 (United States)",,784,,,https://www.imdb.com/title/tt9419834/?ref_=adv_li_tt
Invisible Life,Drama,2019,R,2h 19m,Karim Aïnouz,"Inés Bortagaray,Carol Duarte","Julia Stockler,Carol Duarte,Flávia Gusmão","December 20, 2019 (United States)",Pola Pandora Filmproduktions,40,,,https://www.imdb.com/title/tt6390668/?ref_=adv_li_tt
The Rest of Us,Drama,2019,,,Aisling Chin-Yee,"Mark Van de Ven,Sophie Nélisse","Heather Graham,Sophie Nélisse,Abigail Pniowsky","February 14, 2020 (United States)",,14,,,https://www.imdb.com/title/tt8584722/?ref_=adv_li_tt
IO,"Adventure,Drama,Sci-Fi",2019,TV-14,1h 36m,Jonathan Helpert,"Charles Spano,Anthony Mackie","Margaret Qualley,Anthony Mackie,Danny Huston","January 18, 2019 (United States)",Untitled Entertainment,904,,,https://www.imdb.com/title/tt3256226/?ref_=adv_li_tt
Breakthrough,"Biography,Drama",2019,PG,1h 56m,Roxann Dawson,"Grant Nieporte,Topher Grace","Marcel Ruiz,Topher Grace,Sarah Constible","April 17, 2019 (United States)",Twentieth Century Fox,248,,,https://www.imdb.com/title/tt7083526/?ref_=adv_li_tt
The Operative,"Action,Drama,Mystery",2019,TV-MA,1h 56m,Yuval Adler,"Yuval Adler,Martin Freeman","Diane Kruger,Martin Freeman,Cas Anvar","July 24, 2019 (France)",Le Pacte,133,,,https://www.imdb.com/title/tt8000718/?ref_=adv_li_tt
Human Capital,Drama,2019,,,Marc Meyers,"Oren Moverman,Marisa Tomei","Liev Schreiber,Marisa Tomei,Peter Sarsgaard","March 20, 2020 (United States)",Particular Crowd,111,,,https://www.imdb.com/title/tt9185066/?ref_=adv_li_tt
Playmobil: The Movie,"Animation,Adventure,Comedy",2019,PG,1h 39m,Lino DiSalvo,"Lino DiSalvo,Jim Gaffigan","Anya Taylor-Joy,Jim Gaffigan,Gabriel Bateman","December 6, 2019 (United States)",Pathé,91,,,https://www.imdb.com/title/tt4199898/?ref_=adv_li_tt
Go Back to China,"Comedy,Drama",2019,TV-14,1h 35m,Emily Ting,Richard Ng,"Anna Akana,Richard Ng,Lynn Chen","October 1, 2020 (Hong Kong)",,54,,,https://www.imdb.com/title/tt7957314/?ref_=adv_li_tt
The Long Walk,"Drama,Mystery,Sci-Fi",2019,,,Mattie Do,Vilouna Phetmany,"Yannawoutthi Chanthalungsy,Vilouna Phetmany,Por Silatsa","September 21, 2019 (United States)",Aurora Media Holdings (Capital),4,,,https://www.imdb.com/title/tt6800268/?ref_=adv_li_tt
Running with the Devil,"Crime,Drama,Thriller",2019,R,1h 40m,Jason Cabell,Laurence Fishburne,"Nicolas Cage,Laurence Fishburne,Leslie Bibb","September 20, 2019 (United States)",Patriot Pictures,133,,,https://www.imdb.com/title/tt5792656/?ref_=adv_li_tt
The Hard Way,"Action,Thriller",2019,Not Rated,1h 32m,Keoni Waxman,,"Michael Jai White,Luke Goss,Randy Couture","March 5, 2019 (United States)",,66,,,https://www.imdb.com/title/tt9815714/?ref_=adv_li_tt
Sorry We Missed You,Drama,2019,Not Rated,1h 41m,Ken Loach,Debbie Honeywood,"Kris Hitchen,Debbie Honeywood,Rhys Mcgowan","March 6, 2020 (United States)",BE TV,147,,,https://www.imdb.com/title/tt8359816/?ref_=adv_li_tt
Blow the Man Down,"Comedy,Crime,Drama",2019,R,1h 31m,Bridget Savage Cole,"Danielle Krudy,Bridget Savage Cole,David Pridemore","David Coffin,David Pridemore,Adam Wolf Mayerson","March 20, 2020 (United States)",,130,,,https://www.imdb.com/title/tt8299768/?ref_=adv_li_tt
Trouble,"Animation,Adventure,Comedy",2019,,,Kevin Johnson,"Jordan Katz,Pamela Adlon","Big Sean,Pamela Adlon,Lucy Hale","May 28, 2021 (United States)",Cinesite Animation,48,,,https://www.imdb.com/title/tt6772524/?ref_=adv_li_tt
How to Build a Girl,Comedy,2019,R,1h 42m,Coky Giedroyc,Cleo,"Beanie Feldstein,Cleo,Dónal Finn","May 8, 2020 (United States)",Monumental Pictures,54,,,https://www.imdb.com/title/tt4193072/?ref_=adv_li_tt
Wine Country,"Adventure,Comedy,Drama",2019,R,1h 43m,Amy Poehler,"Emily Spivey,Rachel Dratch","Amy Poehler,Rachel Dratch,Ana Gasteyer","May 10, 2019 (United States)",Paper Pictures,380,,,https://www.imdb.com/title/tt8169446/?ref_=adv_li_tt
Share,Drama,2019,R,1h 27m,Pippa Bianco,J.C. MacKenzie,"Rhianne Barreto,J.C. MacKenzie,Christian Corrao","July 27, 2019 (United States)",HBO Films,32,,,https://www.imdb.com/title/tt7007696/?ref_=adv_li_tt
Funhouse,"Crime,Drama,Horror",2019,,,Jason William Lee,"Henrik Santesson,Khamisa Wilsher","Valter Skarsgård,Khamisa Wilsher,Gigi Saul Guerrero","May 28, 2021 (United States)",Invention Films,131,,,https://www.imdb.com/title/tt6852534/?ref_=adv_li_tt
Into the Labyrinth,"Crime,Drama,Horror",2019,TV-MA,2h 10m,Donato Carrisi,Toni Servillo,"Dustin Hoffman,Toni Servillo,Valentina Bellè","October 9, 2020 (United States)",Banca Sella Patrimoni,47,,,https://www.imdb.com/title/tt8594376/?ref_=adv_li_tt
Radioflash,"Drama,Romance,Sci-Fi",2019,Unrated,1h 43m,Ben McPherson,"Matt Redhawk,Dominic Monaghan","Brighton Sharbino,Dominic Monaghan,Will Patton","November 15, 2019 (United States)",Decipher Entertainment,79,,,https://www.imdb.com/title/tt7288408/?ref_=adv_li_tt
Multiverse,"Drama,Sci-Fi",2019,R,1h 30m,Gaurav Seth,"Michael MacKenzie,Munro Chambers","Paloma Kwiatkowski,Munro Chambers,Robert Naylor",2020 (United States),,44,,,https://www.imdb.com/title/tt8953768/?ref_=adv_li_tt
The Tashkent Files,"Drama,Mystery,Thriller",2019,Not Rated,2h 14m,Vivek Agnihotri,Mithun Chakraborty,"Shweta Basu Prasad,Mithun Chakraborty,Naseeruddin Shah","April 12, 2019 (India)",,535,,,https://www.imdb.com/title/tt8108268/?ref_=adv_li_tt
The Coldest Game,"History,Sport,Thriller",2019,TV-MA,1h 42m,Lukasz Kosmicki,"Marcel Sawicki,Lotte Verbeek","Bill Pullman,Lotte Verbeek,James Bloor","February 8, 2020 (United States)",Next Film,91,,,https://www.imdb.com/title/tt6445414/?ref_=adv_li_tt
We Die Young,"Action,Crime,Drama",2019,R,1h 32m,Lior Geller,"Andrew Friedman,David Castañeda","Jean-Claude Van Damme,David Castañeda,Elijah Rodriguez","March 1, 2019 (United States)",Grindstone Entertainment Group,107,,,https://www.imdb.com/title/tt7903530/?ref_=adv_li_tt
Proxima,"Action,Adventure,Drama",2019,,,Alice Winocour,"Jean-Stéphane Bron,Zélie Boulant","Eva Green,Zélie Boulant,Matt Dillon","November 6, 2020 (United States)",Pathé,62,,,https://www.imdb.com/title/tt7374926/?ref_=adv_li_tt
La Belle Époque,"Comedy,Drama,Fantasy",2019,R,1h 55m,Nicolas Bedos,Guillaume Canet,"Daniel Auteuil,Guillaume Canet,Doria Tillier","October 2, 2020 (United States)",Orange Studio,55,,,https://www.imdb.com/title/tt9172422/?ref_=adv_li_tt
Aquaslash,"Comedy,Horror",2019,Not Rated,1h 11m,Renaud Gauthier,Brittany Drisdelle,"Nicolas Fontaine,Brittany Drisdelle,Nick Walker","June 12, 2020 (United States)",Rockzeline,57,,,https://www.imdb.com/title/tt7286836/?ref_=adv_li_tt
Father There Is Only One,"Comedy,Family",2019,Not Rated,1h 38m,Santiago Segura,"Santiago Segura,Toni Acosta","Santiago Segura,Toni Acosta,Sílvia Abril","August 1, 2019 (Spain)",Atresmedia,6,,,https://www.imdb.com/title/tt9427166/?ref_=adv_li_tt
The Affair,Drama,2019,,,Julius Sevcík,"Andrew Shaw,Hanna Alström","Carice van Houten,Hanna Alström,Claes Bang","March 5, 2021 (United States)",Slovenská produkcná,17,,,https://www.imdb.com/title/tt8255890/?ref_=adv_li_tt
The Last Vermeer,Drama,2019,R,1h 58m,Dan Friedkin,"Mark Fergus,Claes Bang","Guy Pearce,Claes Bang,Vicky Krieps","November 20, 2020 (United States)",,36,,,https://www.imdb.com/title/tt8337320/?ref_=adv_li_tt
Polaroid,"Drama,Horror,Mystery",2019,PG-13,1h 28m,Lars Klevberg,"Lars Klevberg,Tyler Young","Kathryn Prescott,Tyler Young,Samantha Logan","September 17, 2019 (United States)",Eldorado Film,189,,,https://www.imdb.com/title/tt5598292/?ref_=adv_li_tt
Crown Vic,"Action,Adventure,Crime",2019,R,1h 50m,Joel Souza,Luke Kleintank,"Thomas Jane,Luke Kleintank,Josh Hopkins","December 15, 2019 (United States)",Crown Vic Productions,148,,,https://www.imdb.com/title/tt4558200/?ref_=adv_li_tt
I Lost My Body,"Animation,Drama,Fantasy",2019,TV-MA,1h 21m,Jérémy Clapin,"Guillaume Laurant,Victoire Du Bois","Hakim Faris,Victoire Du Bois,Patrick d'Assumçao","November 15, 2019 (United States)",SofiTVciné 6,143,,,https://www.imdb.com/title/tt9806192/?ref_=adv_li_tt
Come to Daddy,"Comedy,Horror,Mystery",2019,R,1h 36m,Ant Timpson,"Ant Timpson,Stephen McHattie","Elijah Wood,Stephen McHattie,Garfield Wilson","February 7, 2020 (United States)",Nowhere,183,,,https://www.imdb.com/title/tt8816194/?ref_=adv_li_tt
Earthquake Bird,"Crime,Drama,Mystery",2019,R,1h 47m,Wash Westmoreland,"Wash Westmoreland,Kiki Sukezane","Alicia Vikander,Kiki Sukezane,Kenichi Masuda","November 15, 2019 (United States)",Twenty First City,191,,,https://www.imdb.com/title/tt8178486/?ref_=adv_li_tt
Into the Ashes,"Action,Crime,Thriller",2019,Not Rated,1h 38m,Aaron Harvey,Frank Grillo,"Luke Grimes,Frank Grillo,Robert Taylor","July 19, 2019 (United States)",,66,,,https://www.imdb.com/title/tt3138122/?ref_=adv_li_tt
Don't Let Go,"Drama,Horror,Mystery",2019,R,1h 43m,Jacob Estes,"Drew Daywalt,Storm Reid","David Oyelowo,Storm Reid,Mykelti Williamson","August 30, 2019 (United States)",,226,,,https://www.imdb.com/title/tt6803212/?ref_=adv_li_tt
The Cleansing Hour,"Drama,Fantasy,Horror",2019,Not Rated,1h 34m,Damien LeVeck,"Aaron Horwitz,Kyle Gallner","Ryan Guzman,Kyle Gallner,Alix Angelis","January 3, 2020 (Taiwan)",,157,,,https://www.imdb.com/title/tt8009906/?ref_=adv_li_tt
Random Acts of Violence,Horror,2019,Not Rated,1h 20m,Jay Baruchel,"Jesse Chabot,Jordana Brewster","Jesse Williams,Jordana Brewster,Jay Baruchel","August 20, 2020 (United States)",Kickstart Productions,60,,,https://www.imdb.com/title/tt1925493/?ref_=adv_li_tt
Bottom of the 9th,Drama,2019,R,1h 51m,Raymond De Felitta,Sofía Vergara,"Dominik Garcia,Sofía Vergara,Joe Manganiello","July 19, 2019 (United States)",Golden Engine Pictures,26,,,https://www.imdb.com/title/tt1507002/?ref_=adv_li_tt
The Truth,Drama,2019,PG,1h 46m,Hirokazu Koreeda,"Ken Liu,Juliette Binoche","Catherine Deneuve,Juliette Binoche,Ethan Hawke","July 3, 2020 (United States)",MI Movies,45,,,https://www.imdb.com/title/tt8323120/?ref_=adv_li_tt
2nd Date Sex,"Comedy,Romance",2019,Unrated,1h 38m,Rachel Hirons,George MacKay,"Alexandra Roach,George MacKay,Emma Catherine Rigby","November 1, 2019 (United States)",Pinpoint Presents,16,,,https://www.imdb.com/title/tt7439748/?ref_=adv_li_tt
My Name Is Sara,"Biography,Drama,History",2019,,,Steven Oritt,,"Zuzanna Surowy,Konrad Cichon,Pawel Królikowski","February 27, 2020 (Brazil)",Watchout Studio,13,,,https://www.imdb.com/title/tt6819310/?ref_=adv_li_tt
Super 30,"Biography,Drama",2019,Not Rated,2h 34m,Vikas Bahl,Mrunal Thakur,"Hrithik Roshan,Mrunal Thakur,Nandish Singh Sandhu","July 12, 2019 (United States)",Nadiadwala Grandson Entertainment,618,,,https://www.imdb.com/title/tt7485048/?ref_=adv_li_tt
Clementine,Drama,2019,Not Rated,1h 30m,Lara Gallagher,Otmara Marrero,"Sonya Walger,Otmara Marrero,Ramsey","May 8, 2020 (United States)",,12,,,https://www.imdb.com/title/tt7311036/?ref_=adv_li_tt
The Collini Case,"Crime,Drama,Thriller",2019,Not Rated,2h 3m,Marco Kreuzpaintner,"Robert Gold,Alexandra Maria Lara","Elyas M'Barek,Alexandra Maria Lara,Heiner Lauterbach","June 5, 2020 (United States)",Mythos Film,45,,,https://www.imdb.com/title/tt8739752/?ref_=adv_li_tt
Mermaid Down,"Fantasy,Horror,Mystery",2019,,,Jeffrey Grellman,"Jeffrey Grellman,Meggan Kaiser","Alexandra Bokova,Meggan Kaiser,Phillip Andre Botello","October 15, 2019 (Japan)",Mermaid Down,200,,,https://www.imdb.com/title/tt3584496/?ref_=adv_li_tt
Just 6.5,"Action,Crime,Drama",2019,,,Saeed Roustayi,,"Payman Maadi,Navid Mohammadzadeh,Parinaz Izadyar","March 17, 2019 (Iran)",,30,,,https://www.imdb.com/title/tt9817070/?ref_=adv_li_tt
The Mandela Effect,"Drama,Sci-Fi,Thriller",2019,TV-MA,1h 20m,David Guy Levy,"Steffen Schlachtenhaufen,Aleksa Palladino","Charlie Hofheimer,Aleksa Palladino,Robin Lord Taylor","December 6, 2019 (United States)",,95,,,https://www.imdb.com/title/tt6544220/?ref_=adv_li_tt
Trick,Horror,2019,Not Rated,1h 40m,Patrick Lussier,"Patrick Lussier,Omar Epps","Jamie Kennedy,Omar Epps,Tom Atkins","October 18, 2019 (United States)",Film Bridge International,123,,,https://www.imdb.com/title/tt9177040/?ref_=adv_li_tt
An Affair to Die For,"Horror,Thriller",2019,TV-MA,1h 22m,Víctor Garcia,Amy Dincuff,"Claire Forlani,Amy Dincuff,Nathan Cooper","September 27, 2020 (Italy)",Kobalt Entertainment,52,,,https://www.imdb.com/title/tt8620646/?ref_=adv_li_tt
The Forest of Love,"Crime,Drama,Horror",2019,TV-MA,2h 31m,Sion Sono,Shinnosuke Mitsushima,"Kippei Shîna,Shinnosuke Mitsushima,Kyoko Hinami","October 11, 2019 (United States)",,28,,,https://www.imdb.com/title/tt10589914/?ref_=adv_li_tt
Killerman,"Action,Crime,Thriller",2019,R,1h 52m,Malik Bader,Emory Cohen,"Liam Hemsworth,Emory Cohen,Diane Guerrero","August 8, 2019 (Germany)",Aloe Entertainment,100,,,https://www.imdb.com/title/tt7420342/?ref_=adv_li_tt
House Red,Horror,2019,,,Coz Greenop,,"Natasha Henstridge,Clara Paget,Tamer Hassan","May 11, 2019 (United Kingdom)",Green 13 Films,3,,,https://www.imdb.com/title/tt6053192/?ref_=adv_li_tt
Bliss,"Drama,Horror,Mystery",2019,Not Rated,1h 20m,Joe Begos,Tru Collins,"Dora Madison,Tru Collins,Rhys Wakefield","September 27, 2019 (United States)",,78,,,https://www.imdb.com/title/tt9026524/?ref_=adv_li_tt
Corpus Christi,Drama,2019,Unrated,1h 55m,Jan Komasa,Aleksandra Konieczna,"Bartosz Bielenia,Aleksandra Konieczna,Eliza Rycembel","February 28, 2020 (United States)",WFS Walter Film Studio,58,,,https://www.imdb.com/title/tt8649186/?ref_=adv_li_tt
Dear Comrade,"Action,Drama,Romance",2019,Not Rated,2h 49m,Bharat Kamma,"Jay Krishna,Rashmika Mandanna","Vijay Deverakonda,Rashmika Mandanna,Raj Arjun","July 26, 2019 (United States)",Mythri Movie Makers,186,,,https://www.imdb.com/title/tt8388508/?ref_=adv_li_tt
Matthias & Maxime,"Drama,Romance",2019,Not Rated,1h 59m,Xavier Dolan,Xavier Dolan,"Gabriel D'Almeida Freitas,Xavier Dolan,Pier-Luc Funk","August 28, 2020 (United States)",Société de Développement des Entreprises Culturelles (SODEC),32,,,https://www.imdb.com/title/tt8767908/?ref_=adv_li_tt
Good Newwz,"Comedy,Drama",2019,Not Rated,2h 14m,Raj Mehta,"Rishhabh Sharrma,Kareena Kapoor","Akshay Kumar,Kareena Kapoor,Diljit Dosanjh","December 27, 2019 (India)",,305,,,https://www.imdb.com/title/tt8504014/?ref_=adv_li_tt
Summer Night,"Comedy,Drama",2019,,,Joseph Cross,Lio Tipton,"Elena Kampouris,Lio Tipton,Victoria Justice","July 12, 2019 (United States)",Blackhall Entertainment Ventures,26,,,https://www.imdb.com/title/tt7428820/?ref_=adv_li_tt
Wyrm,Comedy,2019,,,Christopher Winterbauer,Natalia Abelleyra,"Cece Abbey,Natalia Abelleyra,Ryan Alessi","June 10, 2022 (United States)",,2,,,https://www.imdb.com/title/tt12826940/?ref_=adv_li_tt
A Madea Family Funeral,"Comedy,Drama",2019,PG-13,1h 49m,Tyler Perry,Cassi Davis,"Tyler Perry,Cassi Davis,Patrice Lovely","March 1, 2019 (United States)",,149,,,https://www.imdb.com/title/tt7054636/?ref_=adv_li_tt
Vengeance,Horror,2019,,,Jeremy W. Brown,"Dustin Montierth,Mike Meade,C.J. Graham","Tom McLoughlin,C.J. Graham,Jason Brooks","September 13, 2019 (United States)",Land of NOD Productions,16,,,https://www.imdb.com/title/tt8773662/?ref_=adv_li_tt
Poms,"Comedy,Drama,Sport",2019,PG-13,1h 30m,Zara Hayes,"Shane Atkinson,Jacki Weaver","Diane Keaton,Jacki Weaver,Celia Weston","May 10, 2019 (United States)",Rose Pictures,117,,,https://www.imdb.com/title/tt5125894/?ref_=adv_li_tt
My Hero Academia: Heroes Rising,"Animation,Action,Adventure",2019,PG-13,1h 44m,Kenji Nagasaki,"Yôsuke Kuroda,Nobuhiko Okamoto","Daiki Yamashita,Nobuhiko Okamoto,Yuka Terasaki","February 26, 2020 (United States)",Movic,74,,,https://www.imdb.com/title/tt11107074/?ref_=adv_li_tt
Prescription for Love,"Drama,Romance",2019,,,Brian Brough,Trevor Donovan,"Jillian Murray,Trevor Donovan,Jillian Joy","January 2, 2020 (United States)",,28,,,https://www.imdb.com/title/tt8890158/?ref_=adv_li_tt
Overcomer,"Drama,Family,Sport",2019,PG,1h 59m,Alex Kendrick,"Stephen Kendrick,Priscilla C. Shirer","Alex Kendrick,Priscilla C. Shirer,Cameron Arnett","August 23, 2019 (United States)",,200,,,https://www.imdb.com/title/tt8186318/?ref_=adv_li_tt
Deerskin,"Comedy,Horror",2019,,,Quentin Dupieux,Adèle Haenel,"Jean Dujardin,Adèle Haenel,Albert Delpy","May 1, 2020 (United States)",Nexus Factory,47,,,https://www.imdb.com/title/tt8193790/?ref_=adv_li_tt
Makmum,Horror,2019,,,Hadrah Daeng Ratu,,"Titi Kamal,Ali Syakieb,Tissa Biani Azzahra","August 15, 2019 (Indonesia)",,8,,,https://www.imdb.com/title/tt10645356/?ref_=adv_li_tt
Mary,"Horror,Mystery",2019,R,1h 24m,Michael Goi,Emily Mortimer,"Gary Oldman,Emily Mortimer,Manuel Garcia-Rulfo","October 11, 2019 (United States)",Tucker Tooley Entertainment,95,,,https://www.imdb.com/title/tt5834854/?ref_=adv_li_tt
Out of the Wild,"Drama,Western",2019,Not Rated,1h 38m,Paul Krizan,Jean Louisa Kelly,"John Diehl,Jean Louisa Kelly,Benjamin Ashbrook","December 27, 2019 (United States)",,30,,,https://www.imdb.com/title/tt5226618/?ref_=adv_li_tt
White Lie,Drama,2019,TV-MA,1h 36m,Yonah Lewis,"Calvin Thomas,Calvin Thomas,Amber Anderson","Kacey Rohl,Amber Anderson,Martin Donovan","January 5, 2021 (United States)",Babe Nation Films,22,,,https://www.imdb.com/title/tt9169036/?ref_=adv_li_tt
The Mustang,Drama,2019,R,1h 36m,Laure de Clermont-Tonnerre,"Mona Fastvold,Jason Mitchell","Matthias Schoenaerts,Jason Mitchell,Bruce Dern","June 4, 2019 (United States)",Cool House,99,,,https://www.imdb.com/title/tt5952594/?ref_=adv_li_tt
Madness in the Method,"Comedy,Crime",2019,Not Rated,1h 39m,Jason Mewes,"Chris Anastasi,Vinnie Jones","Jason Mewes,Vinnie Jones,Jaime Camil","August 2, 2019 (United States)",Hawthorn Productions,42,,,https://www.imdb.com/title/tt6038042/?ref_=adv_li_tt
I'm No Longer Here,Drama,2019,TV-MA,1h 52m,Fernando Frias,Emily May Jampel,"Juan Daniel García Treviño,Emily May Jampel,Xueming Angelina Chen","May 27, 2020 (United States)",Margate House Films,47,,,https://www.imdb.com/title/tt4323594/?ref_=adv_li_tt
438 Days,"Drama,Thriller",2019,,,Jesper Ganslandt,,"Gustaf Skarsgård,Matias Varela,Faysal Ahmed","August 30, 2019 (Sweden)",Sveriges Television (SVT),3,,,https://www.imdb.com/title/tt8325442/?ref_=adv_li_tt
I Am Woman,"Biography,Drama,Music",2019,TV-MA,1h 56m,Unjoo Moon,Danielle Macdonald,"Evan Peters,Danielle Macdonald,Chris Parnell","September 11, 2020 (United States)",,56,,,https://www.imdb.com/title/tt9185316/?ref_=adv_li_tt
Kim Ji-young: Born 1982,Drama,2019,,,Kim Do-Young,"Jo Nam-Joo,Lee Eol","Lee Bong-ryun,Lee Eol,Min-Jung Gong","October 23, 2019 (South Korea)",,14,,,https://www.imdb.com/title/tt11052808/?ref_=adv_li_tt
Lupin III: The First,"Animation,Action,Adventure",2019,Not Rated,1h 33m,Takashi Yamazaki,"Takashi Yamazaki,Kiyoshi Kobayashi","Kan'ichi Kurita,Kiyoshi Kobayashi,Daisuke Namikawa","October 18, 2020 (United States)",Fukuoka Broadcasting System (FBS),26,,,https://www.imdb.com/title/tt10621032/?ref_=adv_li_tt
